RUN_ADM;NOM_ADM;RUN_FM;FECHA_INF;ACTIVO_TOT;MONEDA;PARTICIPES_INST;INVERSION_EN_FONDOS;SERIE;CUOTAS_APORTADAS;CUOTAS_RESCATADAS;CUOTAS_EN_CIRCULACION;VALOR_CUOTA;PATRIMONIO_NETO;NUM_PARTICIPES;NUM_PARTICIPES_INST;FONDO_PEN;REM_FIJA;REM_VARIABLE;GASTOS_AFECTOS;GASTOS_NO_AFECTOS;COMISION_INVERSION;COMISION_RESCATE;FACTOR DE AJUSTE;FACTOR DE REPARTO
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260205;201007737471;$$;S;1;I;0;0;8972.3185;1421.6377;12755386;1;0;N;244.6285;0;4.3481;4.1958;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260205;201007737471;$$;S;1;H;18685.2356;16510.5423;6605288.277;1833.067;12107935966;398;0;N;349191.166;0;4137.818;3992.7544;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260205;201007737471;$$;S;1;GLB;83564.0514;73498.901;31996013.8637;1268.6172;40590693519;20361;0;N;1560539.6191;0;13868.97;13382.7514;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260205;201007737471;$$;S;1;G;56.8328;29.6164;719962.2675;36128.657;26011269815;19040;2;N;926499.8972;0;8867.4647;8556.5889;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260205;201007737471;$$;S;1;P;1672.3834;0;5879238.0878;1287.4035;7568951692;1;1;N;217743.2335;0;2580.1967;2489.7401;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;I2;0;0;7951310.8879;1224.2615;9734483795;4;0;N;186692.3106;0;3306.2199;3190.3104;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;INV;227053.8798;0;26755696.5754;1785.462;47771279519;2898;0;N;1700382.8519;0;16214.6175;15646.1652;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;K;0;0;3675811.3347;1302.4241;4787465269;81;0;N;98374.5966;0;1626.0169;1569.012;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;O;2462.4362;0;10643400.9591;1363.9801;14517387105;16;6;N;0;0;4930.5905;4757.7338;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;B;1809.7442;0;3790624.9611;1761.5031;6677197620;1197;0;N;237826.467;0;2267.8806;2188.3732;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;G;0;0;719962.2675;36131.8998;26013604509;19040;2;N;926544.9416;0;8835.4054;8525.6536;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;GLB;61919.14;21776.2893;32036156.7144;1268.7276;40645156221;20371;0;N;1560259.7146;0;13815.678;13331.3277;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;H;1460.2712;0;6606748.5482;1833.2441;12111782796;398;0;N;348431.1699;0;4113.6851;3969.4674;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;I;0;0;8972.3185;1421.7887;12756741;1;0;N;244.6545;0;4.3327;4.1808;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;P;125.7477;0;5879363.8355;1287.5279;7569844972;1;1;N;217768.9235;0;2571.0466;2480.9108;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260206;201746851253;$$;S;1;PAT;468618.3632;0;21814439.0123;1461.6549;31885181673;348;0;N;742548.9206;0;10829.527;10449.8653;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;B;0;0;3790624.9611;1761.6612;6677796918;1197;0;N;237847.8155;0;2267.8676;2188.3607;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;G;0;0;719962.2675;36135.143;26015939491;19040;2;N;926628.1094;0;8835.3552;8525.6052;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;GLB;0;0;32036156.7144;1268.838;40648693013;20371;0;N;1559187.7628;0;13804.8687;13320.8974;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;H;0;0;6606748.5482;1833.4212;12112952851;398;0;N;348464.8347;0;4113.69;3969.4722;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;I;0;0;8972.3185;1421.9397;12758096;1;0;N;244.6805;0;4.3327;4.1808;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;I2;0;0;7951310.8879;1224.3915;9735517465;4;0;N;186712.1377;0;3306.2555;3190.3447;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;INV;0;0;26755696.5754;1785.6223;47775568457;2898;0;N;1701656.1627;0;16225.2112;15656.3874;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;K;0;0;3675811.3347;1302.5606;4787967018;81;0;N;98384.9082;0;1626.0321;1569.0266;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;O;0;0;10643400.9591;1364.1511;14519207126;16;6;N;0;0;4930.7382;4757.8763;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;P;0;0;5879363.8355;1287.6523;7570576365;1;1;N;217789.9671;0;2571.0497;2480.9138;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260207;201772278706;$$;S;1;PAT;0;0;21814439.0123;1461.8041;31888436387;348;0;N;742624.728;0;10829.5991;10449.9348;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;B;0;13938.0227;3776686.9384;1761.8194;6653840316;1196;0;N;237869.1714;0;2267.8546;2188.348;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;G;0;5.5343;719956.7332;36138.3878;26018075624;19040;2;N;926711.316;0;8835.3042;8525.556;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;GLB;0;32185.2461;32003971.4683;1268.9485;40611391589;20358;0;N;1559323.4921;0;13804.751;13320.7838;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;H;0;0;6606748.5482;1833.5984;12114123567;398;0;N;348498.5102;0;4113.6943;3969.4763;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;I;0;0;8972.3185;1422.0908;12759452;1;0;N;244.7065;0;4.3327;4.1809;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;I2;0;0;7951310.8879;1224.5216;9736551931;4;0;N;186731.9705;0;3306.2907;3190.3787;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;INV;0;84508.3152;26671188.2602;1785.7826;47628943916;2896;0;N;1701808.998;0;16225.1177;15656.2973;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;K;0;0;3675811.3347;1302.6972;4788469133;81;0;N;98395.2228;0;1626.0472;1569.0412;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;O;0;2048.7521;10641352.207;1364.3222;14518233054;16;6;N;0;0;4930.8852;4758.0182;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;P;0;0;5879363.8355;1287.7767;7571307758;1;1;N;217811.0174;0;2571.0525;2480.9164;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260208;201797715632;$$;S;1;PAT;0;238463.2306;21575975.7817;1461.9534;31543071152;348;0;N;742700.5582;0;10829.6699;10450.0031;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260209;201804317005;$$;S;1;B;376.9501;4683.0609;3772380.8276;1761.9887;6646892390;1196;0;N;237040.9657;0;2259.7466;2180.5244;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260209;201804317005;$$;S;1;G;0;524.0713;719432.6619;36141.8606;26001634977;19038;2;N;926793.247;0;8835.2573;8525.5107;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260209;201804317005;$$;S;1;GLB;96901.1989;92793.0586;32008079.6086;1269.067;40620397565;20346;0;N;1562619.3861;0;13832.6334;13347.6886;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260209;201804317005;$$;S;1;H;839.3174;13096.6206;6594491.245;1833.7872;12092893636;397;0;N;348578.6664;0;4114.255;3970.0174;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260209;201804317005;$$;S;1;I;0;0;8972.3185;1422.2508;12760887;1;0;N;244.734;0;4.3329;4.181;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260209;201804317005;$$;S;1;I2;0;0;7951310.8879;1224.6594;9737647621;4;0;N;186752.9889;0;3306.353;3190.4388;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260209;201804317005;$$;S;1;INV;114006.5118;425072.0902;26360122.6818;1785.9542;47077971816;2890;0;N;1703848.9258;0;16243.0441;15673.5953;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20260209;201804317005;$$;S;1;K;100.5836;23849.7726;3652062.1457;1302.842;4758059950;81;0;N;98408.8544;0;1626.1201;1569.1115;0;0;;
