RUN_ADM;NOM_ADM;RUN_FM;FECHA_INF;ACTIVO_TOT;MONEDA;PARTICIPES_INST;INVERSION_EN_FONDOS;SERIE;CUOTAS_APORTADAS;CUOTAS_RESCATADAS;CUOTAS_EN_CIRCULACION;VALOR_CUOTA;PATRIMONIO_NETO;NUM_PARTICIPES;NUM_PARTICIPES_INST;FONDO_PEN;REM_FIJA;REM_VARIABLE;GASTOS_AFECTOS;GASTOS_NO_AFECTOS;COMISION_INVERSION;COMISION_RESCATE;FACTOR DE AJUSTE;FACTOR DE REPARTO
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;B;8088.6244;3970.2221;4046317.2957;1750.5956;7083465254;1218;0;N;252544.3397;0;1075.8919;2253.0537;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;G;540.9611;2128.0528;735197.3675;35908.1712;26399592938;19215;2;N;943014.6734;0;4017.4405;8413.0282;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;GLB;95933.5929;145759.4779;32122187.567;1261.1036;40509406381;20474;0;N;1560895.9197;0;6174.7627;12930.7334;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;H;66.4517;0;6636585.3817;1821.0563;12085595620;399;0;N;347677.8224;0;1833.8425;3840.2981;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;I;0;0;8972.3185;1411.4293;12663793;1;0;N;242.8719;0;1.9216;4.024;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;I2;0;0;4955564.8684;1215.3413;6022702649;4;0;N;115506.0975;0;913.8632;1913.7452;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;INV;80776.0847;134211.3103;27051418.4651;1774.4068;48000220874;2964;0;N;1718140.028;0;7319.6374;15328.2456;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;K;0;0;3693427.8637;1293.0538;4775800934;81;0;N;98134.9121;0;724.6639;1517.5378;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;O;12340.8046;0;903840.3768;1352.3032;1222266234;14;6;N;0;0;185.4587;388.3741;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;P;0;0;6308598.3525;1278.9684;8068497941;1;1;N;232114.1602;0;1224.2968;2563.8321;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251201;186611733403;$$;S;1;PAT;434108.4374;90243.1656;21892131.8314;1451.4051;31774351790;349;0;N;743018.1908;0;4841.2207;10138.1279;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251202;186737011022;$$;S;1;B;0;1785.6558;4044531.6399;1750.7595;7081002192;1216;0;N;252320.4131;0;1074.2167;2249.5456;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251202;186737011022;$$;S;1;G;0;516.0546;734681.3129;35911.5334;26383532507;19210;2;N;940381.0081;0;4003.5328;8383.9035;0;0;;
91999000;PRINCIPAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20251202;186737011022;$$;S;1;GLB;111086.507;104825.4599;32128448.6141;1261.2182;40520984130;20470;0;N;1559360.3558;0;6164.5495;12909.3456;0;0;;
