RUT Administradora;Raz. Social Administradora;RUN Fondo;Nombre Fondo;Nombre Corto;Fecha Res. Aprobación del RI;Nro. Res. Aprobación del RI;Tipo de Fondo Mutuo;Fecha Inicio Operaciones;Fecha Término Operaciones;Moneda
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8984;FONDO MUTUO DEPOSITO PLUS IV GARANTIZADO;PLUS IV GARANTIZADO;03/04/2013;;7;03/04/2013;11/02/2014;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8984;FONDO MUTUO DEPOSITO PLUS IV GARANTIZADO;PLUS IV GARANTIZADO;03/04/2013;;7;03/04/2013;11/02/2014;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8984;FONDO MUTUO DEPOSITO PLUS IV GARANTIZADO;PLUS IV GARANTIZADO;03/04/2013;;7;03/04/2013;11/02/2014;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8027;FONDO MUTUO CHILE ACCIONARIO;CHILE ACCIONARIO;12/11/1985;0;5;03/03/1986;01/08/2017;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8027;FONDO MUTUO CHILE ACCIONARIO;CHILE ACCIONARIO;12/11/1985;0;5;03/03/1986;01/08/2017;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8027;FONDO MUTUO CHILE ACCIONARIO;CHILE ACCIONARIO;12/11/1985;0;5;03/03/1986;01/08/2017;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8969;FONDO MUTUO DEPOSITO PLUS III GARANTIZADO;PLUS III GARANTIZADO;28/12/2012;;7;03/01/2013;11/02/2014;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8969;FONDO MUTUO DEPOSITO PLUS III GARANTIZADO;PLUS III GARANTIZADO;28/12/2012;;7;03/01/2013;11/02/2014;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8969;FONDO MUTUO DEPOSITO PLUS III GARANTIZADO;PLUS III GARANTIZADO;28/12/2012;;7;03/01/2013;11/02/2014;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10519;FONDO MUTUO BANCHILE PORTAFOLIO AHORRO CORTO PLAZO;FM BCH P AHORRO CP;22/09/2023;;6;02/10/2023;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10520;FONDO MUTUO BANCHILE PORTAFOLIO RETORNO MEDIANO PLAZO;FM BCH P RETORNO MP;22/09/2023;;6;02/10/2023;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10519;FONDO MUTUO BANCHILE PORTAFOLIO AHORRO CORTO PLAZO;FM BCH P AHORRO CP;22/09/2023;;6;02/10/2023;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10520;FONDO MUTUO BANCHILE PORTAFOLIO RETORNO MEDIANO PLAZO;FM BCH P RETORNO MP;22/09/2023;;6;02/10/2023;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10520;FONDO MUTUO BANCHILE PORTAFOLIO RETORNO MEDIANO PLAZO;FM BCH P RETORNO MP;22/09/2023;;6;02/10/2023;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10519;FONDO MUTUO BANCHILE PORTAFOLIO AHORRO CORTO PLAZO;FM BCH P AHORRO CP;22/09/2023;;6;02/10/2023;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10173;FONDO MUTUO BANCHILE BLACKROCK ESG;FM BCH ESG;03/11/2021;;5;02/08/2023;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10173;FONDO MUTUO BANCHILE BLACKROCK ESG;FM BCH ESG;03/11/2021;;5;02/08/2023;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10173;FONDO MUTUO BANCHILE BLACKROCK ESG;FM BCH ESG;03/11/2021;;5;02/08/2023;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10111;FONDO MUTUO BANCHILE PORTAFOLIO ACTIVO DOLAR MODERADO;FM BCH PA USD MOD;24/07/2021;;6;02/08/2021;;PROM
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10111;FONDO MUTUO BANCHILE PORTAFOLIO ACTIVO DOLAR MODERADO;FM BCH PA USD MOD;24/07/2021;;6;02/08/2021;;PROM
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10111;FONDO MUTUO BANCHILE PORTAFOLIO ACTIVO DOLAR MODERADO;FM BCH PA USD MOD;24/07/2021;;6;02/08/2021;;PROM
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8120;FONDO MUTUO BANCHILE ESTRATEGICO;ESTRATEGICO;01/07/1998;220;4;02/07/1998;27/09/1998;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8120;FONDO MUTUO BANCHILE ESTRATEGICO;ESTRATEGICO;01/07/1998;220;4;02/07/1998;27/09/1998;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8120;FONDO MUTUO BANCHILE ESTRATEGICO;ESTRATEGICO;01/07/1998;220;4;02/07/1998;27/09/1998;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;9447;FONDO MUTUO BOOSTER ACCIONES EMERGENTE;BOOST ACC EMERGENTE;27/04/2017;;7;02/05/2017;05/11/2018;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;9447;FONDO MUTUO BOOSTER ACCIONES EMERGENTE;BOOST ACC EMERGENTE;27/04/2017;;7;02/05/2017;05/11/2018;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;9447;FONDO MUTUO BOOSTER ACCIONES EMERGENTE;BOOST ACC EMERGENTE;27/04/2017;;7;02/05/2017;05/11/2018;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8931;FONDO MUTUO BANCHILE CAPITAL EFECTIVO;CAPITAL EFECTIVO;02/05/2012;;1;02/05/2012;28/06/2022;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8931;FONDO MUTUO BANCHILE CAPITAL EFECTIVO;CAPITAL EFECTIVO;02/05/2012;;1;02/05/2012;28/06/2022;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8931;FONDO MUTUO BANCHILE CAPITAL EFECTIVO;CAPITAL EFECTIVO;02/05/2012;;1;02/05/2012;28/06/2022;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10226;FONDO MUTUO BANCHILE DEPÓSITO PLUS IX;FM BCH DEP PLUS IX;25/02/2022;;7;02/03/2022;14/03/2023;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10226;FONDO MUTUO BANCHILE DEPÓSITO PLUS IX;FM BCH DEP PLUS IX;25/02/2022;;7;02/03/2022;14/03/2023;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;10226;FONDO MUTUO BANCHILE DEPÓSITO PLUS IX;FM BCH DEP PLUS IX;25/02/2022;;7;02/03/2022;14/03/2023;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8034;FONDO MUTUO OPERACIONAL;OPERACIONAL;24/02/1988;29;1;02/03/1988;12/11/2003;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8034;FONDO MUTUO OPERACIONAL;OPERACIONAL;24/02/1988;29;1;02/03/1988;12/11/2003;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8034;FONDO MUTUO OPERACIONAL;OPERACIONAL;24/02/1988;29;1;02/03/1988;12/11/2003;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8015;FONDO MUTUO  INVERSION;INVERSION;27/01/1981;54;6;02/02/1981;19/12/2013;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8015;FONDO MUTUO  INVERSION;INVERSION;27/01/1981;54;6;02/02/1981;19/12/2013;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8015;FONDO MUTUO  INVERSION;INVERSION;27/01/1981;54;6;02/02/1981;19/12/2013;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8014;FONDO MUTUO DE CRECIMIENTO;CRECIMIENTO;27/01/1981;54;1;02/02/1981;12/11/2003;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8014;FONDO MUTUO DE CRECIMIENTO;CRECIMIENTO;27/01/1981;54;1;02/02/1981;12/11/2003;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8014;FONDO MUTUO DE CRECIMIENTO;CRECIMIENTO;27/01/1981;54;1;02/02/1981;12/11/2003;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;9046;FONDO MUTUO DEPOSITO PLUS V GARANTIZADO;DEPOSITO PLUS V;28/12/2013;;7;02/01/2014;11/02/2014;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;9046;FONDO MUTUO DEPOSITO PLUS V GARANTIZADO;DEPOSITO PLUS V;28/12/2013;;7;02/01/2014;11/02/2014;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;9046;FONDO MUTUO DEPOSITO PLUS V GARANTIZADO;DEPOSITO PLUS V;28/12/2013;;7;02/01/2014;11/02/2014;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8094;FONDO MUTUO CORPORATIVO;CORPORATIVO;04/09/1996;220;1;01/10/1996;27/09/2018;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8094;FONDO MUTUO CORPORATIVO;CORPORATIVO;04/09/1996;220;1;01/10/1996;27/09/2018;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8094;FONDO MUTUO CORPORATIVO;CORPORATIVO;04/09/1996;220;1;01/10/1996;27/09/2018;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;9070;FONDO MUTUO BOOSTER EUROPA II;BOOSTER EUROPA II;24/07/2014;;8;01/08/2014;02/02/2016;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;9070;FONDO MUTUO BOOSTER EUROPA II;BOOSTER EUROPA II;24/07/2014;;8;01/08/2014;02/02/2016;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;9070;FONDO MUTUO BOOSTER EUROPA II;BOOSTER EUROPA II;24/07/2014;;8;01/08/2014;02/02/2016;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8533;FONDO MUTUO BANCHILE INVERSIÓN BRASIL;INVERSION BRASIL;12/11/2007;487;5;01/07/2008;17/05/2023;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8533;FONDO MUTUO BANCHILE INVERSIÓN BRASIL;INVERSION BRASIL;12/11/2007;487;5;01/07/2008;17/05/2023;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8533;FONDO MUTUO BANCHILE INVERSIÓN BRASIL;INVERSION BRASIL;12/11/2007;487;5;01/07/2008;17/05/2023;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8129;FONDO MUTUO BANCHILE EUROPA DESARROLLADA;EUROPA DESARROLLADA;07/10/1998;316;5;01/02/1999;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8129;FONDO MUTUO BANCHILE EUROPA DESARROLLADA;EUROPA DESARROLLADA;07/10/1998;316;5;01/02/1999;;$$
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8129;FONDO MUTUO BANCHILE EUROPA DESARROLLADA;EUROPA DESARROLLADA;07/10/1998;316;5;01/02/1999;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;10026;FONDO MUTUO BI PROTECCIÓN;BI PROTECCIÓN;11/03/2021;;6;29/04/2021;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;10026;FONDO MUTUO BI PROTECCIÓN;BI PROTECCIÓN;11/03/2021;;6;29/04/2021;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9905;FONDO MUTUO BI ESTRATÉGICO;BI ESTRATÉGICO;23/07/2020;;6;10/08/2020;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9905;FONDO MUTUO BI ESTRATÉGICO;BI ESTRATÉGICO;23/07/2020;;6;10/08/2020;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9690;FONDO MUTUO BI LIQUIDEZ;BI LIQUIDEZ;27/11/2018;;1;05/12/2018;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9693;FONDO MUTUO BI DINAMICO;BI DINAMICO;28/11/2018;;6;05/12/2018;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9692;FONDO MUTUO BI MAS AHORRO;BI MAS AHORRO;27/11/2018;;6;05/12/2018;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9690;FONDO MUTUO BI LIQUIDEZ;BI LIQUIDEZ;27/11/2018;;1;05/12/2018;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9693;FONDO MUTUO BI DINAMICO;BI DINAMICO;28/11/2018;;6;05/12/2018;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9692;FONDO MUTUO BI MAS AHORRO;BI MAS AHORRO;27/11/2018;;6;05/12/2018;;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9691;FONDO MUTUO BI RENTA A PLAZO;BI RENTA A PLAZO;27/11/2018;;6;05/12/2018;10/03/2020;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;9691;FONDO MUTUO BI RENTA A PLAZO;BI RENTA A PLAZO;27/11/2018;;6;05/12/2018;10/03/2020;$$
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;10450;FONDO MUTUO BI LIQUIDEZ DOLAR;LIQUIDEZ DOLAR;05/04/2023;;1;04/05/2023;;PROM
76930984;BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;10450;FONDO MUTUO BI LIQUIDEZ DOLAR;LIQUIDEZ DOLAR;05/04/2023;;1;04/05/2023;;PROM
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9291;FONDO MUTUO BANCOESTADO AHORRO CORTO PLAZO;AHORRO CORTO PLAZO;29/01/2016;;2;29/01/2016;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9291;FONDO MUTUO BANCOESTADO AHORRO CORTO PLAZO;AHORRO CORTO PLAZO;29/01/2016;;2;29/01/2016;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9291;FONDO MUTUO BANCOESTADO AHORRO CORTO PLAZO;AHORRO CORTO PLAZO;29/01/2016;;2;29/01/2016;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;10522;FONDO MUTUO BANCOESTADO LIQUIDEZ VIII;LIQUIDEZ VIII;28/09/2023;;1;28/09/2023;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;10522;FONDO MUTUO BANCOESTADO LIQUIDEZ VIII;LIQUIDEZ VIII;28/09/2023;;1;28/09/2023;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;10522;FONDO MUTUO BANCOESTADO LIQUIDEZ VIII;LIQUIDEZ VIII;28/09/2023;;1;28/09/2023;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;10500;FONDO MUTUO BANCOESTADO LIQUIDEZ VII;LIQUIDEZ VII;27/07/2023;;1;27/07/2023;22/05/2025;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;10500;FONDO MUTUO BANCOESTADO LIQUIDEZ VII;LIQUIDEZ VII;27/07/2023;;1;27/07/2023;22/05/2025;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;10500;FONDO MUTUO BANCOESTADO LIQUIDEZ VII;LIQUIDEZ VII;27/07/2023;;1;27/07/2023;22/05/2025;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8754;FONDO MUTUO BANCOESTADO BNP PARIBAS RENTA DESARROLLADA;BNP RENTA DESARROLLA;02/10/2009;623;6;23/11/2009;08/07/2012;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8754;FONDO MUTUO BANCOESTADO BNP PARIBAS RENTA DESARROLLADA;BNP RENTA DESARROLLA;02/10/2009;623;6;23/11/2009;08/07/2012;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8754;FONDO MUTUO BANCOESTADO BNP PARIBAS RENTA DESARROLLADA;BNP RENTA DESARROLLA;02/10/2009;623;6;23/11/2009;08/07/2012;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8614;FONDO MUTUO BANCOESTADO PERLAS EMERGENTES GARANTIZADO;PERLAS EMERGENTES;17/04/2008;232;7;23/06/2008;07/08/2010;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8614;FONDO MUTUO BANCOESTADO PERLAS EMERGENTES GARANTIZADO;PERLAS EMERGENTES;17/04/2008;232;7;23/06/2008;07/08/2010;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8614;FONDO MUTUO BANCOESTADO PERLAS EMERGENTES GARANTIZADO;PERLAS EMERGENTES;17/04/2008;232;7;23/06/2008;07/08/2010;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8646;FONDO MUTUO BANCOESTADO GARANTIZADO TESORO AMERICANO;TESORO AMERICANO;12/08/2008;513;7;21/08/2008;10/10/2010;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8646;FONDO MUTUO BANCOESTADO GARANTIZADO TESORO AMERICANO;TESORO AMERICANO;12/08/2008;513;7;21/08/2008;10/10/2010;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8646;FONDO MUTUO BANCOESTADO GARANTIZADO TESORO AMERICANO;TESORO AMERICANO;12/08/2008;513;7;21/08/2008;10/10/2010;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8744;FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES DESARROLLADAS;BNP PARIBAS ACC. DES;26/08/2009;526;6;20/11/2009;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8744;FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES DESARROLLADAS;BNP PARIBAS ACC. DES;26/08/2009;526;6;20/11/2009;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8753;FONDO MUTUO BANCOESTADO BNP PARIBAS MERCADOS EMERGENTES;MERCADOS EMERGENTES;02/10/2009;624;6;20/11/2009;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8753;FONDO MUTUO BANCOESTADO BNP PARIBAS MERCADOS EMERGENTES;MERCADOS EMERGENTES;02/10/2009;624;6;20/11/2009;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8744;FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES DESARROLLADAS;BNP PARIBAS ACC. DES;26/08/2009;526;6;20/11/2009;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8753;FONDO MUTUO BANCOESTADO BNP PARIBAS MERCADOS EMERGENTES;MERCADOS EMERGENTES;02/10/2009;624;6;20/11/2009;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8745;FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES EMERGENTES;BNP PARIBAS ACC. EME;26/08/2009;525;5;20/11/2009;24/05/2016;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8745;FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES EMERGENTES;BNP PARIBAS ACC. EME;26/08/2009;525;5;20/11/2009;24/05/2016;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8745;FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES EMERGENTES;BNP PARIBAS ACC. EME;26/08/2009;525;5;20/11/2009;24/05/2016;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8536;FONDO MUTUO BANCOESTADO ACCIONES NACIONALES;ACCIONES NACIONALES;15/11/2007;510;5;19/12/2007;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8536;FONDO MUTUO BANCOESTADO ACCIONES NACIONALES;ACCIONES NACIONALES;15/11/2007;510;5;19/12/2007;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8536;FONDO MUTUO BANCOESTADO ACCIONES NACIONALES;ACCIONES NACIONALES;15/11/2007;510;5;19/12/2007;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8807;FONDO MUTUO BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO;MAS RENTA BICENTENAR;30/07/2010;454;3;19/08/2010;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8807;FONDO MUTUO BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO;MAS RENTA BICENTENAR;30/07/2010;454;3;19/08/2010;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8807;FONDO MUTUO BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO;MAS RENTA BICENTENAR;30/07/2010;454;3;19/08/2010;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9104;FONDO MUTUO BANCOESTADO DOLAR DISPONIBLE;DOLAR DISPONIBLE;11/12/2014;;1;15/12/2014;;PROM
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9104;FONDO MUTUO BANCOESTADO DOLAR DISPONIBLE;DOLAR DISPONIBLE;11/12/2014;;1;15/12/2014;;PROM
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9104;FONDO MUTUO BANCOESTADO DOLAR DISPONIBLE;DOLAR DISPONIBLE;11/12/2014;;1;15/12/2014;;PROM
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;10422;FONDO MUTUO BANCOESTADO LIQUIDEZ IV;LIQUIDEZ IV;15/02/2023;;1;15/02/2023;26/12/2024;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;10422;FONDO MUTUO BANCOESTADO LIQUIDEZ IV;LIQUIDEZ IV;15/02/2023;;1;15/02/2023;26/12/2024;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;10422;FONDO MUTUO BANCOESTADO LIQUIDEZ IV;LIQUIDEZ IV;15/02/2023;;1;15/02/2023;26/12/2024;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9397;FONDO MUTUO RENTA MENSUAL II BANCOESTADO;RENTA MENSUAL II;12/11/2016;;7;14/11/2016;21/12/2017;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9397;FONDO MUTUO RENTA MENSUAL II BANCOESTADO;RENTA MENSUAL II;12/11/2016;;7;14/11/2016;21/12/2017;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9397;FONDO MUTUO RENTA MENSUAL II BANCOESTADO;RENTA MENSUAL II;12/11/2016;;7;14/11/2016;21/12/2017;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8846;FONDO MUTUO BANCOESTADO PERFIL  E;PERFIL  E;07/01/2011;15;6;14/02/2011;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8845;FONDO MUTUO BANCOESTADO PERFIL C;PERFIL C;30/12/2010;709;6;14/02/2011;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8845;FONDO MUTUO BANCOESTADO PERFIL C;PERFIL C;30/12/2010;709;6;14/02/2011;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8844;FONDO MUTUO BANCOESTADO PERFIL  A;PERFIL  A;30/12/2010;710;6;14/02/2011;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8845;FONDO MUTUO BANCOESTADO PERFIL C;PERFIL C;30/12/2010;709;6;14/02/2011;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8846;FONDO MUTUO BANCOESTADO PERFIL  E;PERFIL  E;07/01/2011;15;6;14/02/2011;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8844;FONDO MUTUO BANCOESTADO PERFIL  A;PERFIL  A;30/12/2010;710;6;14/02/2011;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8844;FONDO MUTUO BANCOESTADO PERFIL  A;PERFIL  A;30/12/2010;710;6;14/02/2011;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8846;FONDO MUTUO BANCOESTADO PERFIL  E;PERFIL  E;07/01/2011;15;6;14/02/2011;;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8318;FONDO MUTUO CORPORATIVO BANCOESTADO;CORPORATIVO BANCOEST;17/08/2004;381;1;13/09/2004;31/08/2016;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8318;FONDO MUTUO CORPORATIVO BANCOESTADO;CORPORATIVO BANCOEST;17/08/2004;381;1;13/09/2004;31/08/2016;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;8318;FONDO MUTUO CORPORATIVO BANCOESTADO;CORPORATIVO BANCOEST;17/08/2004;381;1;13/09/2004;31/08/2016;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9147;FONDO MUTUO BANCOESTADO AHORRO BALANCEADO;AHORRO BALANCEADO;13/02/2015;;6;13/02/2015;28/01/2016;$$
96836390;BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS;9148;FONDO MUTUO BANCOESTADO AHORRO MEDIANO Y LARGO PLAZO;AHORRO MED Y LAR;13/02/2015;;6;13/02/2015;28/01/2016;$$
