RUT Administradora;Raz. Social Administradora;RUN Fondo;Nombre Fondo;Nombre Corto;Fecha Res. Aprobación del RI;Nro. Res. Aprobación del RI;Tipo de Fondo Mutuo;Fecha Inicio Operaciones;Fecha Término Operaciones;Moneda
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8298;FONDO MUTUO SECURITY DIVERSIFICACION;DIVERSIFICACION;07/05/2004;236;6;31/05/2004;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8298;FONDO MUTUO SECURITY DIVERSIFICACION;DIVERSIFICACION;07/05/2004;236;6;31/05/2004;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8095;FONDO MUTUO SECURITY GLOBAL INVESTMENT;GLOBAL INVESTMENT;01/10/1996;235;5;29/10/1996;21/02/2005;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8095;FONDO MUTUO SECURITY GLOBAL INVESTMENT;GLOBAL INVESTMENT;01/10/1996;235;5;29/10/1996;21/02/2005;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10345;FONDO MUTUO SECURITY ESTRUCTURADO PESOS;FM ESTRUCTURADO CLP;29/09/2022;;7;29/09/2022;09/04/2024;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10345;FONDO MUTUO SECURITY ESTRUCTURADO PESOS;FM ESTRUCTURADO CLP;29/09/2022;;7;29/09/2022;09/04/2024;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8490;FONDO MUTUO SECURITY SELECTIVO;SELECTIVO;27/12/2006;604;5;28/12/2006;10/07/2025;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8490;FONDO MUTUO SECURITY SELECTIVO;SELECTIVO;27/12/2006;604;5;28/12/2006;10/07/2025;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8491;FONDO MUTUO SECURITY NOMINAL;NOMINAL;27/12/2006;603;3;28/12/2006;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8491;FONDO MUTUO SECURITY NOMINAL;NOMINAL;27/12/2006;603;3;28/12/2006;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8568;FONDO MUTUO SECURITY MUNDO EMERGENTE;SECURITY MUNDO EMERG;24/12/2007;650;5;27/12/2007;28/05/2016;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8568;FONDO MUTUO SECURITY MUNDO EMERGENTE;SECURITY MUNDO EMERG;24/12/2007;650;5;27/12/2007;28/05/2016;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8567;FONDO MUTUO SECURITY LATINOAMERICANO;LATINOAMERICANO;21/12/2007;643;4;27/12/2007;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8567;FONDO MUTUO SECURITY LATINOAMERICANO;LATINOAMERICANO;21/12/2007;643;4;27/12/2007;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8461;FONDO MUTUO SECURITY ENERGY  FUND;ENERGY FUND;08/09/2006;401;6;27/11/2006;10/01/2013;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8461;FONDO MUTUO SECURITY ENERGY  FUND;ENERGY FUND;08/09/2006;401;6;27/11/2006;10/01/2013;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9610;FONDO MUTUO FONDO ACTIVO 2055;ACTIVO 2055;27/04/2018;;6;27/04/2018;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9607;FONDO MUTUO FONDO ACTIVO 2025;ACTIVO 2025;27/04/2018;;6;27/04/2018;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9608;FONDO MUTUO FONDO ACTIVO 2035;ACTIVO 2035;27/04/2018;;6;27/04/2018;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9609;FONDO MUTUO FONDO ACTIVO 2045;ACTIVO 2045;27/04/2018;;6;27/04/2018;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9610;FONDO MUTUO FONDO ACTIVO 2055;ACTIVO 2055;27/04/2018;;6;27/04/2018;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9608;FONDO MUTUO FONDO ACTIVO 2035;ACTIVO 2035;27/04/2018;;6;27/04/2018;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9607;FONDO MUTUO FONDO ACTIVO 2025;ACTIVO 2025;27/04/2018;;6;27/04/2018;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9609;FONDO MUTUO FONDO ACTIVO 2045;ACTIVO 2045;27/04/2018;;6;27/04/2018;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9073;FONDO MUTUO SECURITY DEUDA CORPORATIVA LATINOAMERICANA I.G.;DCL  I.G.;06/08/2014;;3;26/11/2014;25/01/2023;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9073;FONDO MUTUO SECURITY DEUDA CORPORATIVA LATINOAMERICANA I.G.;DCL  I.G.;06/08/2014;;3;26/11/2014;25/01/2023;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8307;FONDO MUTUO SECURITY ACCIONES MID – SMALL CHILE CHILE;SECURITY ACCIONES MI;06/08/2004;365;5;26/08/2004;28/05/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8307;FONDO MUTUO SECURITY ACCIONES MID – SMALL CHILE CHILE;SECURITY ACCIONES MI;06/08/2004;365;5;26/08/2004;28/05/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8814;FONDO MUTUO SECURITY INDEX FUND CHILE MID & SMALL CAP;INDEX FUND CHILE MID;06/10/2010;572;5;25/10/2010;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8814;FONDO MUTUO SECURITY INDEX FUND CHILE MID & SMALL CAP;INDEX FUND CHILE MID;06/10/2010;572;5;25/10/2010;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8313;FONDO MUTUO SECURITY RENTA LOCAL MEDIANO PLAZO;SECURITY RENTA MP;06/08/2004;366;3;25/08/2004;08/07/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8313;FONDO MUTUO SECURITY RENTA LOCAL MEDIANO PLAZO;SECURITY RENTA MP;06/08/2004;366;3;25/08/2004;08/07/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8409;FONDO MUTUO SECURITY RENTA INTERNACIONAL;SECURITY RENTA INTER;25/01/2006;26;6;25/01/2006;13/12/2018;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8409;FONDO MUTUO SECURITY RENTA INTERNACIONAL;SECURITY RENTA INTER;25/01/2006;26;6;25/01/2006;13/12/2018;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8453;FONDO MUTUO SECURITY EMERGENTE;EMERGENTE;22/08/2006;376;4;24/08/2006;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8453;FONDO MUTUO SECURITY EMERGENTE;EMERGENTE;22/08/2006;376;4;24/08/2006;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8311;FONDO MUTUO SECURITY MONEY MARKET;SECURITY MONEY MARKE;06/08/2004;366;1;24/08/2004;15/07/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8311;FONDO MUTUO SECURITY MONEY MARKET;SECURITY MONEY MARKE;06/08/2004;366;1;24/08/2004;15/07/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9712;FONDO MUTUO SECURITY MID TERM GLOBAL;MID TERM GLOBAL;24/01/2019;;6;24/01/2019;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;9712;FONDO MUTUO SECURITY MID TERM GLOBAL;MID TERM GLOBAL;24/01/2019;;6;24/01/2019;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10484;FONDO MUTUO SECURITY AUDAZ;AUDAZ;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10480;FONDO MUTUO SECURITY PROTEGIDO;PROTEGIDO;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10481;FONDO MUTUO SECURITY JUGADO;JUGADO;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10483;FONDO MUTUO SECURITY BALANCEADO;BALANCEADO;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10481;FONDO MUTUO SECURITY JUGADO;JUGADO;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10483;FONDO MUTUO SECURITY BALANCEADO;BALANCEADO;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10482;FONDO MUTUO SECURITY DEFENSIVO;DEFENSIVO;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10484;FONDO MUTUO SECURITY AUDAZ;AUDAZ;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10480;FONDO MUTUO SECURITY PROTEGIDO;PROTEGIDO;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10482;FONDO MUTUO SECURITY DEFENSIVO;DEFENSIVO;22/06/2023;;6;23/06/2023;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8065;FONDO MUTUO SECURITY PREMIUM;PREMIUM;23/06/1993;142;1;23/06/1993;21/02/2005;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8065;FONDO MUTUO SECURITY PREMIUM;PREMIUM;23/06/1993;142;1;23/06/1993;21/02/2005;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8958;FONDO MUTUO SECURITY EVOLUCIÓN CHILE;SECURITY EVOLUCIÓN ;22/09/2012;;5;22/09/2012;01/07/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8958;FONDO MUTUO SECURITY EVOLUCIÓN CHILE;SECURITY EVOLUCIÓN ;22/09/2012;;5;22/09/2012;01/07/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8361;FONDO MUTUO SECURITY EXPLORER;EXPLORER;04/07/2000;174;4;22/02/2005;20/03/2009;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8361;FONDO MUTUO SECURITY EXPLORER;EXPLORER;04/07/2000;174;4;22/02/2005;20/03/2009;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8359;FONDO MUTUO SECURITY PREMIUM;PREMIUM;23/06/1993;142;2;22/02/2005;14/08/2008;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8359;FONDO MUTUO SECURITY PREMIUM;PREMIUM;23/06/1993;142;2;22/02/2005;14/08/2008;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8360;FONDO MUTUO SECURITY U.S.A.;U.S.A.;01/10/1996;235;4;22/02/2005;03/05/2013;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8360;FONDO MUTUO SECURITY U.S.A.;U.S.A.;01/10/1996;235;4;22/02/2005;03/05/2013;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8486;FONDO MUTUO SECURITY LATINOAMÉRICA;SECURITY LATINOAMERI;22/11/2006;544;5;21/12/2006;24/06/2016;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8486;FONDO MUTUO SECURITY LATINOAMÉRICA;SECURITY LATINOAMERI;22/11/2006;544;5;21/12/2006;24/06/2016;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8463;FONDO MUTUO SECURITY CONFIANZA;CONFIANZA;12/05/2003;135;2;21/09/2006;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8463;FONDO MUTUO SECURITY CONFIANZA;CONFIANZA;12/05/2003;135;2;21/09/2006;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8229;FONDO MUTUO SECURITY DOLAR BOND;DOLAR BOND;31/10/2001;353;3;19/11/2001;17/08/2004;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8229;FONDO MUTUO SECURITY DOLAR BOND;DOLAR BOND;31/10/2001;353;3;19/11/2001;17/08/2004;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8756;FONDO MUTUO SECURITY CHILE LONG-SHORT;CHILE LONG-SHORT;13/10/2009;644;8;19/10/2009;01/01/2012;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8756;FONDO MUTUO SECURITY CHILE LONG-SHORT;CHILE LONG-SHORT;13/10/2009;644;8;19/10/2009;01/01/2012;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10000;FONDO MUTUO SECURITY QFUND BRAZIL;QFUND BRAZIL;09/02/2021;;6;19/03/2021;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10000;FONDO MUTUO SECURITY QFUND BRAZIL;QFUND BRAZIL;09/02/2021;;6;19/03/2021;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8632;FONDO MUTUO SECURITY CHILE 105 GARANTIZADO;CHILE 105 GARANTIZA;01/07/2008;411;7;18/08/2008;02/08/2011;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8632;FONDO MUTUO SECURITY CHILE 105 GARANTIZADO;CHILE 105 GARANTIZA;01/07/2008;411;7;18/08/2008;02/08/2011;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8324;FONDO MUTUO SECURITY DOLAR BOND;DOLAR BOND;31/10/2001;353;4;18/08/2004;10/07/2012;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8324;FONDO MUTUO SECURITY DOLAR BOND;DOLAR BOND;31/10/2001;353;4;18/08/2004;10/07/2012;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10456;FONDO MUTUO SECURITY ESTRUCTURADO PESOS II;ESTRUCTURADO CLP 2;15/04/2023;;7;18/04/2023;29/11/2024;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;10456;FONDO MUTUO SECURITY ESTRUCTURADO PESOS II;ESTRUCTURADO CLP 2;15/04/2023;;7;18/04/2023;29/11/2024;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8391;FONDO MUTUO SECURITY LEADER 100 GARANTIZADO;LEADER 100 GARANTIZA;30/09/2005;562;7;17/10/2005;01/10/2008;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8391;FONDO MUTUO SECURITY LEADER 100 GARANTIZADO;LEADER 100 GARANTIZA;30/09/2005;562;7;17/10/2005;01/10/2008;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8661;FONDO MUTUO SECURITY FIXED INCOME BRL;FIXED INCOME BRL;12/09/2008;569;8;16/02/2009;20/03/2020;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8661;FONDO MUTUO SECURITY FIXED INCOME BRL;FIXED INCOME BRL;12/09/2008;569;8;16/02/2009;20/03/2020;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8986;FONDO MUTUO SECURITY MID TERM UF;MID TERM UF;13/04/2013;;2;15/04/2013;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8986;FONDO MUTUO SECURITY MID TERM UF;MID TERM UF;13/04/2013;;2;15/04/2013;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8790;FONDO MUTUO SECURITY PROTECCION UF;PROTECCION UF;06/04/2010;219;3;15/04/2010;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8790;FONDO MUTUO SECURITY PROTECCION UF;PROTECCION UF;06/04/2010;219;3;15/04/2010;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8572;FONDO MUTUO SECURITY MONEY MARKET DÓLAR;MONEY MARKET DOLAR;11/01/2008;14;1;15/01/2008;07/05/2016;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8572;FONDO MUTUO SECURITY MONEY MARKET DÓLAR;MONEY MARKET DOLAR;11/01/2008;14;1;15/01/2008;07/05/2016;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8904;FONDO MUTUO DEUDA LOCAL;DEUDA LOCAL;09/11/2011;;8;14/12/2011;01/09/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8904;FONDO MUTUO DEUDA LOCAL;DEUDA LOCAL;09/11/2011;;8;14/12/2011;01/09/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8055;FONDO MUTUO SECURITY FIRST;FIRST;14/10/1992;228;3;14/10/1992;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8055;FONDO MUTUO SECURITY FIRST;FIRST;14/10/1992;228;3;14/10/1992;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8820;FONDO MUTUO SECURITY ASIA EMERGENTE;ASIA EMERGENTE;19/11/2010;647;6;13/12/2010;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8820;FONDO MUTUO SECURITY ASIA EMERGENTE;ASIA EMERGENTE;19/11/2010;647;6;13/12/2010;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8664;FONDO MUTUO SECURITY CONFIANZA DÓLAR;CONFIANZA DOLAR;06/10/2008;603;2;13/10/2008;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8664;FONDO MUTUO SECURITY CONFIANZA DÓLAR;CONFIANZA DOLAR;06/10/2008;603;2;13/10/2008;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8261;FONDO MUTUO SECURITY LIQUIDEZ;LIQUIDEZ;12/05/2003;136;1;13/05/2003;22/09/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8261;FONDO MUTUO SECURITY LIQUIDEZ;LIQUIDEZ;12/05/2003;136;1;13/05/2003;22/09/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8260;FONDO MUTUO SECURITY BONOS LATINOAMERICANOS;BONOS LATINOAMERICAN;12/05/2003;136;3;13/05/2003;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8260;FONDO MUTUO SECURITY BONOS LATINOAMERICANOS;BONOS LATINOAMERICAN;12/05/2003;136;3;13/05/2003;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8258;FONDO MUTUO SECURITY PREVISION;PREVISION;12/05/2003;135;3;13/05/2003;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8262;FONDO MUTUO SECURITY FUNDACION;FUNDACION;12/05/2003;137;5;13/05/2003;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8262;FONDO MUTUO SECURITY FUNDACION;FUNDACION;12/05/2003;137;5;13/05/2003;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8258;FONDO MUTUO SECURITY PREVISION;PREVISION;12/05/2003;135;3;13/05/2003;02/10/2015;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8823;FONDO MUTUO SECURITY LOCAL EMERGING DEBT;LOCAL EMERGING DEBT;21/12/2010;686;8;12/04/2011;25/11/2020;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8823;FONDO MUTUO SECURITY LOCAL EMERGING DEBT;LOCAL EMERGING DEBT;21/12/2010;686;8;12/04/2011;25/11/2020;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8613;FONDO MUTUO SECURITY ASIATICO;ASIATICO;07/05/2004;236;4;12/04/2008;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8612;FONDO MUTUO SECURITY BRASIL;BRASIL;07/05/2004;236;4;12/04/2008;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8612;FONDO MUTUO SECURITY BRASIL;BRASIL;07/05/2004;236;4;12/04/2008;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8613;FONDO MUTUO SECURITY ASIATICO;ASIATICO;07/05/2004;236;4;12/04/2008;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8362;FONDO MUTUO OPPORTUNITY 100 GARANTIZADO;OPPORTUNITY 100 G.;23/03/2005;230;7;12/04/2005;01/07/2008;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8362;FONDO MUTUO OPPORTUNITY 100 GARANTIZADO;OPPORTUNITY 100 G.;23/03/2005;230;7;12/04/2005;01/07/2008;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8940;FONDO MUTUO SECURITY DEUDA CORPORATIVA LATINOAMERICANA;DEUDA CORPORATIVA ;11/07/2012;;6;11/07/2012;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8940;FONDO MUTUO SECURITY DEUDA CORPORATIVA LATINOAMERICANA;DEUDA CORPORATIVA ;11/07/2012;;6;11/07/2012;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8547;FONDO MUTUO SECURITY  AMERICA 106 GARANTIZADO;AMERICA 106 GARANTIZ;22/11/2007;548;7;10/12/2007;02/11/2010;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8547;FONDO MUTUO SECURITY  AMERICA 106 GARANTIZADO;AMERICA 106 GARANTIZ;22/11/2007;548;7;10/12/2007;02/11/2010;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8118;FONDO MUTUO SECURITY GOLD;GOLD;12/02/1998;54;3;10/03/1998;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8118;FONDO MUTUO SECURITY GOLD;GOLD;12/02/1998;54;3;10/03/1998;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8444;FONDO MUTUO SECURITY OPPORTUNITY 105 GARANTIZADO II;OPPORTUNITY105 G.II;08/08/2006;343;7;09/04/2007;15/10/2009;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8444;FONDO MUTUO SECURITY OPPORTUNITY 105 GARANTIZADO II;OPPORTUNITY105 G.II;08/08/2006;343;7;09/04/2007;15/10/2009;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8524;FONDO MUTUO SECURITY  LATINOAMERICANO;SECURITY LATINOAMERI;03/10/2007;447;6;08/10/2007;12/07/2012;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8524;FONDO MUTUO SECURITY  LATINOAMERICANO;SECURITY LATINOAMERI;03/10/2007;447;6;08/10/2007;12/07/2012;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8523;FONDO MUTUO SECURITY 9;SECURITY 9;12/09/2007;414;8;08/10/2007;10/01/2013;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8523;FONDO MUTUO SECURITY 9;SECURITY 9;12/09/2007;414;8;08/10/2007;10/01/2013;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8253;FONDO MUTUO SECURITY PLUS;SECURITY PLUS;27/09/2002;403;1;08/10/2002;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8253;FONDO MUTUO SECURITY PLUS;SECURITY PLUS;27/09/2002;403;1;08/10/2002;;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8384;FONDO MUTUO SECURITY DOLAR MONEY MARKET;DOLAR MONEY MARKET;25/08/2005;502;1;08/09/2005;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8384;FONDO MUTUO SECURITY DOLAR MONEY MARKET;DOLAR MONEY MARKET;25/08/2005;502;1;08/09/2005;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8425;FONDO MUTUO SECURITY USA;SECURITY USA;25/04/2006;145;5;08/05/2006;10/06/2016;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8425;FONDO MUTUO SECURITY USA;SECURITY USA;25/04/2006;145;5;08/05/2006;10/06/2016;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8500;FONDO MUTUO SECURITY ESTADOS UNIDOS;ESTADOS UNIDOS;26/01/2007;46;4;07/02/2007;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8500;FONDO MUTUO SECURITY ESTADOS UNIDOS;ESTADOS UNIDOS;26/01/2007;46;4;07/02/2007;02/10/2015;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8795;FONDO MUTUO SECURITY latam;INDEX FUND LATAM;13/05/2010;288;5;07/01/2011;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8795;FONDO MUTUO SECURITY latam;INDEX FUND LATAM;13/05/2010;288;5;07/01/2011;;PROM
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8697;FONDO MUTUO SECURITY DEUDA LOCAL;DEUDA LOCAL;11/03/2009;143;6;06/11/2009;17/06/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8697;FONDO MUTUO SECURITY DEUDA LOCAL;DEUDA LOCAL;11/03/2009;143;6;06/11/2009;17/06/2016;$$
96639280;ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.;8294;FONDO MUTUO SECURITY GLOBAL;GLOBAL;27/04/2004;210;4;06/05/2004;;PROM
